T;V;P;PI;
300.166;144.869;145.824;144.2046002;
300.166;145.029;146.362;144.0455097;
300.517;144.869;145.824;144.2046002;
300.166;144.869;146.362;144.2046002;
300.166;144.708;146.362;144.3650401;
299.816;144.869;145.824;144.2046002;
299.816;144.708;145.824;144.3650401;
299.465;144.708;145.824;144.3650401;
299.465;144.869;145.824;144.2046002;
299.816;144.708;146.362;144.3650401;
299.816;144.708;145.285;144.3650401;
300.517;144.547;145.824;144.5258375;
300.166;144.547;146.362;144.5258375;
300.166;144.547;145.824;144.5258375;
300.166;144.387;146.362;144.6859913;
300.517;144.065;146.362;145.0093793;
300.166;144.065;146.901;145.0093793;
300.166;143.905;146.901;145.1706072;
300.868;143.744;146.901;145.3332051;
300.517;143.583;146.901;145.4961676;
300.517;143.583;147.44;145.4961676;
300.868;143.583;146.901;145.4961676;
300.868;143.423;147.44;145.6584804;
301.219;143.423;147.44;145.6584804;
300.868;143.262;147.44;145.8221736;
301.219;143.262;147.44;145.8221736;
300.517;143.262;147.44;145.8221736;
302.271;143.262;147.44;145.8221736;
301.569;143.262;147.44;145.8221736;
302.271;143.262;146.901;145.8221736;
302.973;143.262;147.44;145.8221736;
302.973;142.941;147.44;146.1496438;
302.973;142.78;147.44;146.3144434;
303.674;142.78;147.44;146.3144434;
302.973;142.619;147.44;146.4796151;
302.973;142.619;147.979;146.4796151;
303.323;142.459;147.979;146.6441308;
302.973;142.459;147.979;146.6441308;
302.973;142.298;148.518;146.8100481;
303.323;142.298;148.518;146.8100481;
302.973;141.977;148.518;147.1419753;
303.323;141.977;148.518;147.1419753;
303.674;141.977;149.057;147.1419753;
303.323;141.977;149.057;147.1419753;
303.323;141.655;149.057;147.4764479;
303.323;141.495;149.595;147.6432116;
302.973;141.495;149.057;147.6432116;
302.973;141.495;149.595;147.6432116;
303.323;141.334;149.595;147.8113987;
302.973;141.334;149.595;147.8113987;
303.323;141.174;149.595;147.9789213;
302.973;141.013;149.595;148.1478745;
303.674;141.013;149.595;148.1478745;
303.323;141.013;149.595;148.1478745;
303.323;140.852;149.595;148.317214;
303.323;140.692;149.595;148.4858857;
302.973;140.692;149.595;148.4858857;
304.025;140.692;149.595;148.4858857;
304.025;140.692;150.134;148.4858857;
304.376;140.692;149.595;148.4858857;
304.025;140.531;150.134;148.6559992;
304.025;140.531;150.673;148.6559992;
304.376;140.37;150.134;148.826503;
303.674;140.37;150.673;148.826503;
304.025;140.37;150.673;148.826503;
304.376;140.21;150.673;148.9963357;
304.376;140.049;151.212;149.1676215;
304.376;140.049;150.673;149.1676215;
304.025;139.888;151.212;149.3393017;
304.025;140.049;151.212;149.1676215;
304.376;139.728;151.212;149.5103074;
304.025;139.728;151.212;149.5103074;
303.674;139.888;151.212;149.3393017;
303.674;139.728;151.212;149.5103074;
304.025;139.567;151.212;149.6827777;
303.674;139.567;151.212;149.6827777;
302.973;139.567;151.212;149.6827777;
303.323;139.567;151.212;149.6827777;
303.323;139.406;151.212;149.8556463;
303.674;139.406;151.212;149.8556463;
303.674;139.406;151.751;149.8556463;
303.674;139.085;151.751;150.2015043;
304.025;138.924;151.751;150.3755739;
303.674;138.764;151.751;150.5489625;
303.674;138.603;152.289;150.7238388;
304.025;138.603;152.289;150.7238388;
304.025;138.442;152.289;150.8991219;
304.025;138.442;152.828;150.8991219;
303.674;138.442;152.289;150.8991219;
303.674;138.282;152.289;151.0737206;
303.674;138.442;151.751;150.8991219;
303.323;138.442;151.751;150.8991219;
303.674;138.282;151.751;151.0737206;
302.973;138.442;151.751;150.8991219;
303.323;138.442;152.289;150.8991219;
302.973;138.442;152.289;150.8991219;
302.973;138.282;151.751;151.0737206;
302.622;138.442;151.751;150.8991219;
302.271;138.442;151.751;150.8991219;
302.622;138.282;151.751;151.0737206;
302.973;138.121;151.751;151.2498189;
302.622;138.121;151.751;151.2498189;
302.973;138.121;152.289;151.2498189;
302.622;138.121;152.828;151.2498189;
302.973;137.8;152.828;151.6021497;
302.622;137.8;152.828;151.6021497;
302.973;137.639;152.828;151.7794828;
302.973;137.478;152.828;151.9572312;
302.622;137.478;152.828;151.9572312;
302.271;137.478;152.828;151.9572312;
302.271;137.639;152.828;151.7794828;
302.271;137.318;152.828;152.1342885;
302.271;137.478;153.367;151.9572312;
302.973;137.318;152.828;152.1342885;
302.622;137.318;152.828;152.1342885;
302.622;137.318;153.367;152.1342885;
302.271;137.157;152.828;152.3128694;
302.271;137.157;153.367;152.3128694;
302.271;136.997;153.367;152.490757;
302.271;136.836;153.906;152.6701762;
302.622;136.836;153.906;152.6701762;
302.622;136.515;153.906;153.0291633;
302.622;136.354;153.906;153.2098525;
302.622;136.193;154.445;153.3909689;
302.622;136.354;154.445;153.2098525;
302.973;136.193;154.445;153.3909689;
302.622;136.193;154.983;153.3909689;
302.622;136.354;154.983;153.2098525;
302.271;136.193;154.445;153.3909689;
302.271;136.193;154.983;153.3909689;
302.271;136.033;154.445;153.5713851;
302.271;136.033;153.906;153.5713851;
301.569;136.033;154.445;153.5713851;
301.219;136.193;153.906;153.3909689;
301.219;136.193;154.445;153.3909689;
301.569;136.193;154.445;153.3909689;
299.465;136.193;153.906;153.3909689;
299.465;136.193;154.445;153.3909689;
299.465;136.033;154.445;153.5713851;
298.763;136.193;153.906;153.3909689;
298.412;136.193;153.906;153.3909689;
298.412;136.193;154.445;153.3909689;
298.412;136.033;153.906;153.5713851;
298.062;136.193;154.445;153.3909689;
298.062;136.033;153.906;153.5713851;
298.062;136.033;154.445;153.5713851;
298.412;136.033;154.445;153.5713851;
298.412;135.872;154.445;153.7533578;
298.062;135.872;154.445;153.7533578;
298.412;135.872;154.983;153.7533578;
298.062;135.711;154.983;153.9357622;
298.412;135.711;154.983;153.9357622;
298.412;135.551;154.983;154.117463;
298.763;135.551;154.983;154.117463;
298.412;135.39;155.522;154.3007329;
298.763;135.229;154.983;154.4844392;
298.763;135.229;155.522;154.4844392;
298.763;135.229;156.061;154.4844392;
299.465;135.069;155.522;154.6674383;
299.465;135.229;156.061;154.4844392;
298.763;135.069;155.522;154.6674383;
299.465;135.229;155.522;154.4844392;
299.465;135.069;156.061;154.6674383;
298.763;135.069;156.061;154.6674383;
298.412;135.229;155.522;154.4844392;
298.412;135.229;156.061;154.4844392;
298.412;135.069;155.522;154.6674383;
298.062;135.229;155.522;154.4844392;
298.412;135.229;154.983;154.4844392;
298.062;135.069;155.522;154.6674383;
298.062;135.229;154.983;154.4844392;
298.062;135.069;154.983;154.6674383;
298.062;134.908;155.522;154.8520194;
298.062;134.908;156.061;154.8520194;
298.062;134.747;156.061;155.0370415;
298.062;134.587;156.061;155.221353;
298.062;134.426;156.6;155.4072592;
298.062;134.265;156.061;155.5936114;
298.062;134.265;156.6;155.5936114;
298.062;134.265;157.139;155.5936114;
298.062;133.944;156.6;155.9664952;
298.412;134.265;157.139;155.5936114;
298.412;133.944;157.139;155.9664952;
298.412;134.105;157.139;155.7792493;
298.412;134.265;156.6;155.5936114;
298.412;133.944;156.6;155.9664952;
298.062;133.944;157.139;155.9664952;
298.062;134.105;156.6;155.7792493;
298.763;133.944;156.6;155.9664952;
298.763;134.265;156.6;155.5936114;
298.763;133.944;157.139;155.9664952;
298.412;133.783;156.6;156.1541917;
298.412;133.783;157.139;156.1541917;
298.763;133.623;157.139;156.3411705;
298.763;133.462;157.139;156.5297705;
298.763;133.301;157.677;156.718826;
299.465;133.141;157.677;156.9071603;
299.465;132.98;157.677;157.0971291;
299.465;132.98;158.216;157.0971291;
299.465;132.82;158.216;157.2863743;
299.465;132.659;158.216;157.477263;
299.465;132.82;159.294;157.2863743;
301.219;132.659;158.216;157.477263;
301.569;132.659;158.216;157.477263;
302.271;132.659;158.216;157.477263;
302.622;132.498;158.216;157.6686156;
302.622;132.338;158.755;157.859241;
302.271;132.338;158.755;157.859241;
302.622;132.177;158.755;158.0515236;
302.622;132.177;159.294;158.0515236;
302.622;132.016;159.294;158.2442752;
302.973;132.016;159.833;158.2442752;
302.973;131.695;159.833;158.6299877;
303.323;131.695;159.833;158.6299877;
303.323;131.695;160.372;158.6299877;
302.973;131.695;160.372;158.6299877;
302.973;131.374;160.372;159.0175851;
303.674;131.695;159.833;158.6299877;
303.674;131.534;159.833;158.8241537;
303.674;131.374;159.833;159.0175851;
303.323;131.374;159.833;159.0175851;
302.973;131.534;159.833;158.8241537;
302.973;131.374;159.833;159.0175851;
302.973;131.213;159.833;159.2127017;
302.973;131.052;160.372;159.4082977;
303.674;130.892;160.372;159.6031555;
302.973;130.731;160.91;159.7997126;
303.323;130.731;160.91;159.7997126;
303.674;130.57;160.372;159.9967545;
303.674;130.57;160.91;159.9967545;
303.674;130.57;161.449;159.9967545;
303.674;130.41;160.91;160.1930544;
303.323;130.57;160.91;159.9967545;
303.323;130.41;160.91;160.1930544;
302.973;130.57;160.91;159.9967545;
303.323;130.41;160.372;160.1930544;
303.323;130.57;160.372;159.9967545;
302.973;130.41;160.91;160.1930544;
302.973;130.41;160.372;160.1930544;
302.973;130.57;160.372;159.9967545;
302.973;130.249;161.449;160.3910681;
303.323;130.088;161.449;160.5895719;
303.674;129.928;161.449;160.7873301;
303.674;129.767;161.988;160.9868166;
303.674;129.606;162.527;161.1867987;
303.674;129.285;162.527;161.5870072;
303.674;129.285;163.066;161.5870072;
303.674;129.124;163.066;161.7884842;
304.025;129.124;163.604;161.7884842;
304.025;129.124;163.066;161.7884842;
304.376;129.124;163.066;161.7884842;
303.674;129.124;163.604;161.7884842;
304.025;128.964;163.604;161.9892081;
304.025;128.803;163.604;162.1916899;
303.674;128.803;163.066;162.1916899;
303.674;129.124;162.527;161.7884842;
303.323;129.124;163.066;161.7884842;
303.674;128.964;162.527;161.9892081;
303.674;128.803;162.527;162.1916899;
303.323;128.803;163.066;162.1916899;
303.323;128.643;163.066;162.3934161;
303.674;128.482;163.604;162.5969103;
303.674;128.321;164.143;162.8009151;
303.674;128.161;164.143;163.0041606;
304.025;127.839;164.682;163.4147344;
303.674;127.839;164.682;163.4147344;
304.376;127.839;164.682;163.4147344;
303.674;127.839;164.143;163.4147344;
303.323;127.839;164.682;163.4147344;
303.323;127.839;164.143;163.4147344;
302.973;127.839;164.682;163.4147344;
303.323;127.518;164.682;163.8260969;
303.323;127.357;164.682;164.0331998;
303.674;127.036;165.221;164.4476859;
303.674;126.875;165.76;164.6563644;
303.674;126.715;165.76;164.864272;
303.674;126.715;166.298;164.864272;
303.674;126.554;165.76;165.0740098;
303.674;126.554;166.298;165.0740098;
303.674;126.554;166.837;165.0740098;
304.025;126.554;166.298;165.0740098;
304.025;126.554;166.837;165.0740098;
304.376;126.554;166.298;165.0740098;
304.376;126.554;166.837;165.0740098;
303.674;126.233;166.837;165.4937792;
303.674;126.072;166.837;165.7051227;
304.025;125.751;166.837;166.1281121;
304.025;125.751;167.915;166.1281121;
304.025;125.59;167.915;166.3410799;
304.376;125.269;167.915;166.7673266;
304.376;125.269;168.454;166.7673266;
304.376;125.108;168.454;166.9819374;
304.726;124.948;168.454;167.1957633;
304.025;125.269;168.454;166.7673266;
304.025;125.108;168.454;166.9819374;
304.025;125.269;167.915;166.7673266;
304.025;125.108;167.915;166.9819374;
304.025;124.948;168.454;167.1957633;
303.674;125.108;167.915;166.9819374;
303.674;125.269;168.454;166.7673266;
303.674;125.269;167.915;166.7673266;
303.674;124.948;168.454;167.1957633;
303.674;124.948;167.915;167.1957633;
303.674;125.108;168.454;166.9819374;
303.674;124.626;168.454;167.6277521;
303.674;124.626;168.992;167.6277521;
304.025;124.305;168.992;168.0606269;
304.025;124.144;168.992;168.2785816;
304.025;123.984;170.07;168.4957432;
304.376;123.984;170.07;168.4957432;
305.077;123.984;170.07;168.4957432;
304.376;123.662;170.07;168.9344846;
304.376;123.823;170.07;168.7148287;
304.025;123.662;170.07;168.9344846;
304.025;123.823;170.07;168.7148287;
304.025;123.502;170.07;169.1533435;
303.674;123.341;170.07;169.3741435;
304.025;123.341;170.609;169.3741435;
304.025;123.18;171.148;169.5955206;
304.025;123.02;171.148;169.8160968;
304.376;122.859;171.148;170.0386315;
304.376;122.859;171.687;170.0386315;
304.376;122.698;172.225;170.2617502;
305.077;122.698;171.687;170.2617502;
304.376;122.698;171.687;170.2617502;
305.077;122.698;172.225;170.2617502;
304.376;122.698;171.148;170.2617502;
304.376;122.538;171.148;170.484064;
304.025;122.698;171.687;170.2617502;
304.376;122.538;171.687;170.484064;
304.025;122.377;171.687;170.7083539;
304.376;122.377;171.687;170.7083539;
304.376;122.216;172.225;170.9332348;
304.376;122.056;172.225;171.1573067;
304.376;121.895;172.764;171.3833728;
304.376;121.734;172.764;171.6100369;
304.376;121.734;173.303;171.6100369;
305.077;121.574;173.303;171.8358879;
304.376;121.574;173.303;171.8358879;
304.726;121.734;173.303;171.6100369;
305.077;121.734;173.303;171.6100369;
304.376;121.574;172.764;171.8358879;
304.376;121.413;173.303;172.0637512;
304.025;121.413;173.303;172.0637512;
304.376;121.092;174.381;172.5198711;
304.376;121.092;173.842;172.5198711;
305.077;120.931;174.381;172.7495533;
305.077;120.61;174.919;173.2093212;
305.077;120.449;175.458;173.4408441;
305.077;120.289;175.458;173.671543;
305.077;120.128;175.997;173.904304;
305.077;119.807;176.536;174.3702474;
305.428;119.807;176.536;174.3702474;
305.428;119.967;176.536;174.1376898;
305.428;119.807;175.997;174.3702474;
305.077;119.967;176.536;174.1376898;
305.077;119.807;175.997;174.3702474;
305.077;119.646;175.997;174.6048863;
305.077;119.807;175.458;174.3702474;
305.077;119.485;176.536;174.8401576;
305.077;119.325;177.075;175.0745965;
305.077;119.003;177.613;175.5483158;
305.077;118.843;177.613;175.784659;
305.077;118.521;178.691;176.262234;
305.779;118.2;179.23;176.7409157;
305.779;117.879;179.769;177.2222044;
306.13;117.879;179.769;177.2222044;
305.779;117.879;179.23;177.2222044;
306.13;117.879;179.23;177.2222044;
305.779;117.718;179.23;177.4645868;
305.428;117.879;179.769;177.2222044;
305.779;117.879;178.691;177.2222044;
305.428;117.879;179.23;177.2222044;
305.428;117.879;178.691;177.2222044;
305.077;117.879;178.691;177.2222044;
305.077;117.718;179.23;177.4645868;
305.077;117.879;179.23;177.2222044;
305.428;117.718;178.691;177.4645868;
305.077;117.718;178.691;177.4645868;
305.077;117.557;179.23;177.7076331;
305.077;117.557;179.769;177.7076331;
305.077;117.236;179.769;178.1942085;
305.077;117.075;180.846;178.4392589;
305.428;116.754;180.846;178.9298545;
305.779;116.754;181.385;178.9298545;
305.428;116.594;181.385;179.1753969;
305.428;116.594;180.846;179.1753969;
305.779;116.594;181.385;179.1753969;
305.779;116.594;180.846;179.1753969;
305.077;116.594;180.846;179.1753969;
305.077;116.594;181.385;179.1753969;
305.077;116.754;180.846;178.9298545;
305.077;116.433;181.385;179.4231552;
305.077;116.272;181.385;179.6715996;
305.077;116.272;181.924;179.6715996;
305.077;115.951;181.924;180.1690044;
305.077;115.79;182.463;180.4195201;
305.077;115.79;181.924;180.4195201;
305.077;115.63;181.924;180.6691709;
304.376;115.79;181.924;180.4195201;
304.376;115.63;181.924;180.6691709;
304.025;115.79;181.924;180.4195201;
304.376;115.79;181.385;180.4195201;
304.025;115.63;181.924;180.6691709;
304.025;115.469;181.924;180.9210804;
304.376;115.308;182.463;181.1736933;
304.025;115.148;183.002;181.4254371;
304.376;114.987;183.002;181.6794614;
304.376;114.987;183.54;181.6794614;
304.376;114.826;184.079;181.9341981;
304.376;114.666;183.54;182.1880612;
304.376;114.666;184.079;182.1880612;
305.077;114.666;183.54;182.1880612;
305.077;114.666;184.079;182.1880612;
304.376;114.826;183.54;181.9341981;
304.025;114.666;183.54;182.1880612;
304.376;114.666;183.002;182.1880612;
304.025;114.826;183.54;181.9341981;
304.376;114.344;184.079;182.7011144;
304.025;114.344;184.079;182.7011144;
304.376;114.184;184.079;182.9571239;
304.376;114.023;185.157;183.2154585;
304.376;113.862;185.696;183.4745238;
304.376;113.702;185.696;183.7327068;
305.077;113.702;185.696;183.7327068;
305.077;113.702;186.234;183.7327068;
304.726;113.702;185.696;183.7327068;
304.025;113.702;185.696;183.7327068;
304.376;113.38;186.234;184.254509;
304.376;113.38;185.696;184.254509;
304.376;113.22;186.234;184.5148934;
304.376;113.059;186.234;184.7776491;
304.726;112.738;187.312;185.3037683;
304.376;112.577;187.851;185.5687772;
305.077;112.417;187.851;185.8328921;
305.077;112.417;188.39;185.8328921;
305.077;112.095;188.39;186.3667089;
305.428;112.095;188.39;186.3667089;
305.077;112.095;188.928;186.3667089;
305.428;111.935;188.39;186.6331016;
305.077;111.935;188.39;186.6331016;
305.077;111.935;187.851;186.6331016;
304.726;112.095;188.39;186.3667089;
304.376;111.935;188.39;186.6331016;
305.077;112.095;187.851;186.3667089;
304.376;112.095;188.39;186.3667089;
304.376;111.935;187.851;186.6331016;
304.376;112.095;187.851;186.3667089;
304.025;112.095;187.851;186.3667089;
304.025;111.935;187.851;186.6331016;
304.025;111.935;188.39;186.6331016;
303.674;112.095;187.851;186.3667089;
303.674;111.935;187.851;186.6331016;
303.674;111.935;187.312;186.6331016;
303.674;111.774;188.39;186.9019292;
303.674;111.453;188.39;187.4402325;
304.025;111.292;189.467;187.7113919;
304.025;111.131;190.006;187.9833371;
304.025;110.81;190.545;188.5278967;
304.376;110.489;190.545;189.0756205;
305.077;110.328;191.622;189.3515357;
305.077;110.007;192.161;189.9040627;
305.428;110.007;192.161;189.9040627;
305.077;110.007;191.622;189.9040627;
305.077;109.846;192.161;190.1824029;
305.077;109.846;191.622;190.1824029;
304.726;110.007;191.622;189.9040627;
304.376;109.846;191.622;190.1824029;
304.376;110.007;191.622;189.9040627;
304.376;109.846;192.161;190.1824029;
304.726;109.525;192.161;190.7397967;
305.077;109.525;192.7;190.7397967;
305.077;109.364;192.7;191.0205939;
305.077;109.203;193.239;191.3022191;
305.077;109.043;193.778;191.5829189;
305.077;109.043;194.317;191.5829189;
305.077;108.882;193.778;191.8662059;
305.077;108.882;194.317;191.8662059;
305.077;108.721;194.317;192.1503319;
305.077;108.561;194.317;192.433528;
305.077;108.561;194.855;192.433528;
304.376;108.561;194.317;192.433528;
304.726;108.561;194.317;192.433528;
305.077;108.24;194.855;193.004215;
305.077;108.079;194.855;193.2917239;
305.077;107.918;195.394;193.5800907;
305.077;107.758;195.933;193.8675201;
305.077;107.597;196.472;194.1576088;
305.077;107.436;197.011;194.4485669;
305.077;107.276;197.011;194.738583;
305.428;107.276;197.011;194.738583;
305.779;107.115;197.011;195.0312863;
305.077;107.115;197.011;195.0312863;
305.077;107.276;196.472;194.738583;
305.077;106.954;197.011;195.3248708;
305.077;106.794;198.088;195.6175088;
305.077;106.633;198.627;195.9128622;
305.428;106.312;198.627;196.5044043;
305.428;106.151;199.166;196.802444;
305.428;105.99;200.243;197.1013891;
305.779;105.99;200.243;197.1013891;
305.779;105.669;200.243;197.7001413;
306.13;105.99;200.243;197.1013891;
305.779;105.669;199.705;197.7001413;
305.428;105.99;199.705;197.1013891;
305.428;105.669;199.705;197.7001413;
305.077;105.99;199.705;197.1013891;
305.077;105.99;200.243;197.1013891;
305.077;105.669;199.705;197.7001413;
305.428;105.669;199.166;197.7001413;
305.077;105.669;199.166;197.7001413;
305.077;105.99;199.166;197.1013891;
304.726;105.669;199.166;197.7001413;
304.376;105.669;199.166;197.7001413;
304.376;105.99;199.166;197.1013891;
304.376;105.99;198.627;197.1013891;
304.025;105.99;199.166;197.1013891;
304.025;105.669;199.166;197.7001413;
304.025;105.669;198.627;197.7001413;
304.025;105.348;200.243;198.3025423;
304.376;104.866;200.782;199.2140086;
304.376;104.545;202.399;199.8256849;
305.077;104.223;202.937;200.4430522;
305.077;104.063;202.937;200.7512394;
305.077;104.063;203.476;200.7512394;
305.428;104.063;202.937;200.7512394;
305.428;104.063;203.476;200.7512394;
305.077;104.063;202.399;200.7512394;
305.077;104.223;202.399;200.4430522;
304.376;104.063;202.937;200.7512394;
304.376;104.063;202.399;200.7512394;
304.726;103.902;202.399;201.0623109;
305.077;103.741;202.937;201.3743479;
305.077;103.741;203.476;201.3743479;
305.077;103.42;204.554;201.9993834;
305.077;103.099;204.554;202.6283109;
305.077;102.777;205.632;203.2631448;
305.077;102.456;206.17;203.8999788;
305.779;102.295;206.709;204.2208928;
305.428;102.295;206.709;204.2208928;
305.779;102.456;206.709;203.8999788;
305.779;102.135;206.709;204.5408159;
305.779;102.295;206.17;204.2208928;
305.428;102.295;206.17;204.2208928;
305.077;102.295;206.709;204.2208928;
305.077;102.295;206.17;204.2208928;
305.428;102.135;206.17;204.5408159;
305.077;102.135;206.709;204.5408159;
305.077;102.295;205.632;204.2208928;
305.077;101.813;207.248;205.1877091;
305.428;101.653;207.787;205.5106709;
305.428;101.331;208.864;206.1637231;
305.779;101.171;209.403;206.4897671;
305.779;100.849;209.942;207.1490667;
306.48;100.849;209.942;207.1490667;
306.13;100.849;209.942;207.1490667;
305.779;100.849;209.403;207.1490667;
305.428;100.849;209.403;207.1490667;
305.428;100.849;208.864;207.1490667;
305.077;100.849;209.403;207.1490667;
305.077;100.849;208.864;207.1490667;
304.726;100.849;208.864;207.1490667;
304.376;100.849;208.864;207.1490667;
305.077;100.528;209.403;207.8105227;
305.077;100.368;209.942;208.1418005;
305.077;100.046;211.02;208.8117089;
305.077;99.886;211.558;209.146189;
305.077;99.725;212.097;209.4838429;
305.077;99.564;212.097;209.8225888;
305.428;99.564;212.097;209.8225888;
305.428;99.404;212.097;210.1603178;
305.779;99.564;212.097;209.8225888;
305.779;99.404;212.097;210.1603178;
305.077;99.564;211.558;209.8225888;
304.726;99.564;211.558;209.8225888;
304.376;99.564;211.558;209.8225888;
304.376;99.404;211.558;210.1603178;
304.376;99.243;212.097;210.5012568;
305.077;99.082;212.636;210.8433038;
305.077;98.922;213.175;211.1843294;
305.077;98.761;213.175;211.5286017;
305.077;98.761;213.714;211.5286017;
305.077;98.6;214.252;211.8739983;
305.077;98.6;213.714;211.8739983;
305.077;98.44;213.714;212.2183689;
305.077;98.6;213.175;211.8739983;
304.376;98.6;213.714;211.8739983;
304.726;98.6;213.175;211.8739983;
304.376;98.6;213.175;211.8739983;
304.376;98.44;214.252;212.2183689;
304.376;98.279;214.252;212.5660236;
305.077;97.958;215.33;213.2625843;
305.077;97.636;216.408;213.9659166;
305.077;97.315;216.408;214.6716974;
305.077;97.154;217.485;215.0274433;
305.428;96.994;218.024;215.3821497;
305.779;96.994;217.485;215.3821497;
305.779;96.994;218.024;215.3821497;
305.428;96.994;217.485;215.3821497;
305.077;96.994;217.485;215.3821497;
305.077;96.994;216.947;215.3821497;
305.077;96.672;218.024;216.0995555;
305.077;96.512;218.563;216.4578107;
305.077;96.191;219.102;217.1801544;
305.428;96.03;220.179;217.5442698;
305.779;95.709;220.718;218.2738951;
305.779;95.709;221.796;218.2738951;
305.779;95.227;221.796;219.378708;
306.48;95.066;222.873;219.7502391;
306.48;94.905;223.412;220.1230307;
306.48;94.745;223.412;220.494762;
306.831;94.745;223.412;220.494762;
306.48;94.745;222.873;220.494762;
306.831;94.905;223.412;220.1230307;
306.831;94.905;222.873;220.1230307;
306.831;94.745;222.873;220.494762;
306.48;94.905;222.873;220.1230307;
306.48;94.584;223.951;220.8700862;
306.831;94.263;225.029;221.6222296;
306.831;94.102;225.567;222.0014052;
307.182;93.781;226.106;222.7612867;
307.883;93.459;227.184;223.5287798;
307.883;93.299;227.723;223.912113;
307.883;93.138;228.8;224.2991714;
307.883;92.817;229.339;225.0748918;
308.234;92.817;229.339;225.0748918;
308.585;92.817;229.339;225.0748918;
308.234;92.656;229.339;225.4659842;
308.585;92.656;229.339;225.4659842;
308.234;92.495;229.339;225.8584381;
308.234;92.335;230.417;226.2498103;
308.234;92.174;230.956;226.645;
