P   V
2312	2880
2304	2880
2304	2920
2312	2920
2304	2960
2296	2920
2312	3000
2296	3000
2304	3000
2304	3080
2296	3040
2288	3040
2296	3080
2296	3120
2288	3120
2280	3080
2296	3160
2280	3200
2288	3160
2280	3160
2296	3200
2288	3240
2280	3240
2280	3280
2280	3320
2272	3280
2280	3360
2272	3360
2272	3400
2264	3400
2272	3440
2256	3400
2272	3480
2264	3480
2256	3480
2264	3520
2256	3520
2248	3520
2264	3560
2256	3560
2248	3560
2256	3640
2248	3640
2248	3600
2256	3680
2240	3640
2248	3680
2248	3720
2240	3720
2240	3760
2248	3800
2240	3840
2240	3800
2232	3840
2240	3880
2232	3880
2240	3920
2232	3920
2240	3960
2232	3960
2224	3960
2232	4000
2232	4040
2224	4000
2224	4040
2232	4120
2224	4080
2216	4120
2216	4080
2232	4160
2224	4160
2224	4120
2216	4160
2224	4200
2216	4200
2224	4240
2216	4240
2216	4280
2232	4280
2224	4320
2216	4320
2208	4280
2208	4360
2216	4360
2216	4400
2208	4400
2216	4440
2208	4440
2216	4480
2208	4480
2208	4520
2208	4600
2208	4560
2200	4520
2216	4600
2200	4600
2208	4640
2216	4640
2200	4640
2216	4680
2208	4680
2216	4720
2208	4720
2208	4760
2216	4760
2216	4800
2208	4800
2216	4840
2208	4840
2216	4880
2208	4880
2216	4920
2208	4920
2216	4960
2224	4960
2224	4920
2224	5000
2232	5000
2216	5000
2240	5000
2232	4960
2240	4960
2248	5000
2248	4960
2256	5000
2256	4960
2256	4920
2264	4960
2272	4960
2264	4920
2272	4920
2264	4880
2272	4880
2272	4840
2280	4920
2280	4840
2280	4880
2288	4880
2280	4800
2288	4840
2296	4840
2296	4800
2288	4800
2288	4760
2296	4760
2304	4760
2288	4720
2296	4680
2304	4720
2304	4680
2304	4640
2312	4720
2312	4680
2312	4640
2304	4600
2320	4640
2312	4600
2320	4600
2320	4560
2320	4520
2328	4560
2328	4520
2336	4520
2336	4480
2336	4440
2344	4480
2344	4440
2336	4400
2344	4400
2344	4360
2352	4400
2352	4360
2344	4320
2360	4360
2352	4280
2360	4320
2352	4320
2368	4280
2360	4280
2360	4200
2368	4240
2368	4200
2368	4160
2376	4200
2376	4160
2376	4120
2384	4160
2376	4080
2384	4080
2376	4040
2384	4120
2384	4040
2392	4040
2384	4000
2384	3960
2400	4000
2392	3960
2400	3960
2408	3960
2400	3880
2400	3920
2392	3880
2408	3880
2400	3800
2416	3880
2416	3840
2424	3840
2408	3760
2416	3800
2416	3720
2424	3800
2424	3720
2424	3640
2432	3720
2432	3640
2432	3680
2432	3600
2440	3640
2440	3560
2448	3560
2440	3480
2448	3480
2448	3520
2456	3480
2448	3400
2464	3480
2464	3440
2464	3400
2456	3360
2464	3360
2472	3360
2464	3320
2472	3240
2472	3320
2480	3320
2480	3240
2472	3160
2488	3240
2488	3160
2496	3200
2480	3120
2488	3120
2488	3080
2488	3040
2496	3160
2504	3080
2496	3080
2496	3000
2504	3000
2512	2920
2504	2920
2512	2960
2504	2880
2520	2880
2512	2880
2512	2800
2528	2800
2520	2760
2528	2840
2528	2760
2528	2680
2536	2760
2536	2680
2528	2600
2536	2720
2536	2640
2536	2600
2544	2640
2536	2560
2552	2560
2544	2520
2560	2560
2560	2520
2552	2520
2560	2440
2568	2520
2560	2360
2568	2440
2568	2360
2568	2280
2576	2400
2576	2320
2576	2360
2576	2280
2576	2240
2592	2240
2584	2240
2584	2280
2576	2200
2592	2200
2592	2120
2600	2200
2592	2040
2600	2120
2600	2040
2600	2000
2608	2080
2608	2000
2608	1960
2616	2000
2608	1920
2624	1960
2624	1920
2632	1880
2624	1720
2640	1760
2640	1720
2640	1600
2656	1600
2648	1480
2664	1600
2656	1520
2672	1480
2680	1400
2680	1320
2680	1240
2696	1280
2704	1160
2704	1080
2704	1120
2720	1040
2728	960
2744	720
2784	480
2768	400
2768	360
2792	240
2792	-40
2760	200
2744	200
2736	240
2720	320
2696	280
2704	320
2680	400
2680	480
2672	480
2664	520
2648	600
2640	560
2632	600
2624	560
2616	760
2584	760
2568	840
2584	880
2576	960
2568	920
2560	1080
2536	1040
2552	1120
2544	1080
2528	1200
2512	1200
2488	1520
2464	1600
2456	1560
2456	1640
2448	1640
2456	1720
2440	1640
2440	1720
2448	1800
2416	1920
2408	2040
2400	2120
2400	2200
2392	2200
2376	2160
2384	2280
2352	2560
2328	2560
2320	2680
2336	2720
2312	2760
2304	2840
2312	2960
2304	3040
2288	3080
2288	3200
2272	3240
2272	3200
2272	3320
2264	3320
2280	3440
2240	3680
2232	3760
2232	3800
2224	3880
2240	4040
2224	4280
2208	4320
2224	4400
2216	4520
2256	4880
2304	4800
2296	4720
2312	4560
2328	4600
2328	4480
2352	4480
2368	4320
2360	4240
2392	4000
2400	4040
2392	3920
2408	3920
2408	3840
2408	3800
2416	3640
2440	3680
2432	3560
2440	3600
2440	3520
2464	3280
2464	3240
2472	3200
2480	3200
2488	3200
2480	3080
2496	3120
2496	3040
2496	2920
2512	2840
2520	2840
2544	2560
2536	2520
2552	2440
2568	2400
2568	2320
2568	2240
2584	2320
2584	2200
2600	2080
2600	1960
2616	1920
2624	1760
