P   V
2616	1960
2608	1880
2616	1880
2624	1880
2624	1800
2632	1800
2632	1720
2640	1800
2632	1760
2632	1680
2648	1760
2640	1680
2640	1640
2648	1720
2648	1640
2640	1560
2656	1640
2648	1600
2648	1560
2664	1560
2656	1560
2664	1520
2656	1480
2664	1480
2664	1440
2672	1520
2672	1440
2664	1400
2672	1400
2672	1320
2688	1400
2688	1320
2680	1280
2672	1280
2688	1280
2688	1200
2696	1240
2688	1240
2688	1160
2696	1160
2696	1080
2696	1120
2696	1040
2712	1120
2696	1000
2704	1040
2704	1000
2712	1040
2712	1000
2712	920
2720	1000
2712	960
2720	920
2720	960
2720	880
2728	920
2728	880
2720	840
2728	840
2736	840
2728	800
2744	840
2736	800
2736	760
2744	800
2752	800
2744	760
2736	720
2752	760
2744	680
2752	680
2752	720
2752	640
2760	680
2760	640
2760	600
2752	600
2768	640
2760	560
2768	600
2768	560
2760	480
2768	520
2776	520
2768	480
2776	480
2768	440
2776	440
2784	440
2776	360
2784	360
2784	400
2792	360
2792	400
2784	320
2792	320
2784	280
2792	280
2800	320
2800	280
2808	280
2792	200
2808	240
2800	240
2800	200
2808	200
2800	160
2808	160
2816	200
2816	160
2808	120
2800	120
2816	120
2808	80
2816	80
2824	120
2816	40
2824	80
2808	40
2808	0
2824	40
2816	0
2808	-40
2800	0
2816	-40
2800	-40
2792	0
2792	40
2784	0
2800	40
2784	40
2776	40
2768	40
2784	80
2776	80
2784	120
2776	120
2768	80
2768	120
2760	80
2760	120
2768	160
2752	120
2760	160
2752	160
2744	160
2736	160
2752	200
2736	200
2744	240
2728	200
2736	280
2720	240
2728	240
2720	200
2728	280
2720	280
2712	280
2712	320
2704	280
2696	320
2704	360
2688	320
2696	360
2688	360
2696	400
2680	360
2672	360
2688	400
2680	440
2672	440
2664	440
2664	400
2664	480
2656	440
2656	480
2648	480
2640	480
2656	520
2640	520
2648	520
2632	560
2640	600
2624	600
2640	640
2616	600
2632	640
2616	640
2624	640
2608	640
2624	680
2616	680
2608	680
2600	680
2608	760
2600	760
2600	800
2592	760
2592	800
2592	840
2576	840
2584	840
2576	920
2576	880
2568	880
2568	960
2560	920
2560	960
2568	1000
2560	1000
2552	1000
2544	1000
2560	1040
2544	1040
2552	1080
2536	1080
2544	1120
2528	1080
2536	1120
2536	1160
2528	1160
2520	1120
2520	1160
2512	1160
2528	1240
2520	1240
2512	1240
2520	1280
2512	1280
2504	1280
2496	1280
2504	1320
2496	1320
2504	1400
2496	1400
2480	1400
2488	1400
2496	1440
2488	1440
2472	1440
2488	1480
2480	1480
2472	1480
2480	1520
2472	1520
2464	1480
2472	1600
2464	1560
2472	1560
2456	1600
2464	1640
2448	1600
2456	1680
2448	1720
2448	1680
2440	1680
2440	1760
2448	1760
2432	1720
2440	1800
2432	1800
2416	1800
2432	1880
2424	1880
2416	1880
2424	1920
2416	1960
2408	1920
2408	1960
2416	2000
2408	2000
2400	2000
2400	1960
2392	2040
2400	2080
2400	2040
2384	2040
2392	2120
2384	2120
2376	2200
2384	2200
2384	2240
2376	2240
2368	2240
2376	2280
2376	2320
2368	2280
2376	2360
2368	2320
2360	2280
2368	2400
2360	2400
2368	2360
2352	2360
2360	2360
2360	2440
2352	2440
2360	2480
2344	2440
2360	2520
2344	2520
2352	2520
2344	2480
2344	2600
2336	2560
2344	2560
2344	2640
2336	2640
2336	2600
2328	2600
2328	2680
2336	2680
2312	2680
2336	2760
2328	2760
2320	2760
2320	2840
2312	2800
2312	2840
2304	2800
