T   P   V
1133	2240	5000
1134	2232	5000
1135	2240	5000
1136	2240	5000
1137	2232	5000
1138	2240	4960
1139	2240	5000
1140	2240	5000
1141	2232	5000
1142	2240	5000
1143	2240	5000
1144	2240	4960
1145	2240	5000
1146	2240	5000
1147	2248	5000
1148	2240	5000
1149	2240	5000
1150	2240	5000
1151	2248	5000
1152	2248	5000
1153	2248	5000
1154	2240	5000
1155	2248	5000
1156	2240	5000
1157	2240	5000
1158	2240	4960
1159	2248	5000
1160	2240	5000
1161	2248	4960
1162	2240	4960
1163	2248	5000
1164	2248	4960
1165	2248	4960
1166	2240	4960
1167	2248	4960
1168	2248	4960
1169	2248	4960
1170	2248	4960
1171	2256	5000
1172	2248	4960
1173	2248	5000
1174	2248	4960
1175	2256	5000
1176	2256	4960
1177	2256	4960
1178	2248	4960
1179	2256	4960
1180	2256	4920
1181	2256	4920
1182	2248	4960
1183	2256	4960
1184	2256	4960
1185	2256	4960
1186	2256	4920
1187	2264	4960
1188	2256	4920
1189	2256	4920
1190	2256	4920
1191	2272	4960
1192	2272	4960
1193	2256	4920
1194	2256	4920
1195	2264	4960
1196	2264	4920
1197	2264	4920
1198	2272	4920
1199	2272	4920
1200	2272	4920
1201	2272	4920
1202	2264	4880
1203	2272	4920
1204	2272	4920
1205	2272	4880
1206	2272	4840
1207	2280	4920
1208	2272	4880
1209	2280	4840
1210	2272	4840
1211	2280	4880
1212	2272	4840
1213	2280	4880
1214	2280	4840
1215	2280	4920
1216	2272	4840
1217	2288	4880
1218	2280	4840
1219	2280	4840
1220	2280	4840
1221	2280	4840
1222	2280	4800
1223	2288	4840
1224	2296	4840
1225	2296	4840
1226	2280	4800
1227	2288	4840
1228	2296	4800
1229	2288	4800
1230	2288	4760
1231	2296	4800
1232	2296	4800
1233	2288	4800
1234	2288	4760
1235	2296	4800
1236	2296	4760
1237	2288	4760
1238	2296	4760
1239	2304	4760
1240	2304	4760
1241	2304	4760
1242	2288	4720
1243	2304	4760
1244	2304	4760
1245	2304	4760
1246	2296	4680
1247	2304	4760
1248	2304	4720
1249	2304	4680
1250	2304	4680
1251	2304	4760
1252	2304	4680
1253	2304	4680
1254	2304	4640
1255	2312	4720
1256	2304	4640
1257	2304	4640
1258	2304	4640
1259	2312	4680
1260	2312	4680
1261	2312	4640
1262	2304	4600
1263	2320	4640
1264	2312	4640
1265	2312	4640
1266	2312	4600
1267	2320	4640
1268	2320	4600
1269	2320	4640
1270	2312	4600
1271	2320	4640
1272	2320	4560
1273	2320	4600
1274	2320	4560
1275	2320	4600
1276	2320	4600
1277	2320	4560
1278	2320	4520
1279	2328	4560
1280	2320	4560
1281	2328	4520
1282	2320	4520
1283	2336	4520
1284	2336	4520
1285	2328	4520
1286	2336	4480
1287	2336	4520
1288	2336	4480
1289	2336	4480
1290	2336	4440
1291	2336	4480
1292	2336	4440
1293	2336	4440
1294	2336	4440
1295	2344	4480
1296	2336	4440
1297	2344	4440
1298	2336	4400
1299	2344	4440
1300	2344	4400
1301	2344	4360
1302	2344	4360
1303	2352	4400
1304	2352	4360
1305	2352	4360
1306	2344	4320
1307	2360	4360
1308	2352	4360
1309	2352	4360
1310	2352	4280
1311	2360	4360
1312	2360	4320
1313	2352	4320
1314	2352	4280
1315	2360	4320
1316	2368	4280
1317	2360	4280
1318	2360	4200
1319	2368	4280
1320	2360	4200
1321	2360	4200
1322	2360	4200
1323	2368	4240
1324	2368	4200
1325	2368	4160
1326	2368	4200
1327	2376	4200
1328	2368	4200
1329	2376	4160
1330	2376	4120
1331	2384	4160
1332	2376	4160
1333	2368	4160
1334	2376	4080
1335	2384	4160
1336	2376	4080
1337	2384	4080
1338	2376	4040
1339	2384	4120
1340	2384	4040
1341	2392	4040
1342	2384	4000
1343	2392	4040
1344	2384	4000
1345	2384	4000
1346	2384	3960
1347	2400	4000
1348	2392	3960
1349	2392	3960
1350	2400	3960
1351	2408	3960
1352	2400	3880
1353	2400	3920
1354	2392	3880
1355	2408	3960
1356	2400	3920
1357	2400	3920
1358	2400	3880
1359	2408	3880
1360	2408	3880
1361	2408	3880
1362	2400	3800
1363	2416	3880
1364	2416	3840
1365	2424	3840
1366	2408	3760
1367	2416	3840
1368	2416	3800
1369	2416	3800
1370	2416	3720
1371	2424	3800
1372	2424	3720
1373	2416	3720
1374	2424	3640
1375	2432	3720
1376	2424	3640
1377	2432	3640
1378	2432	3640
1379	2432	3680
1380	2432	3640
1381	2432	3640
